react_mob,react_hom,unsure_oe,cog_dissonance_oe,fake_news_oe,info_seeking_oe,racism_hate_oe,social_desirability_race_oe,violence_oe,lethal_oe,extrajudicial_oe,dehumanizing_oe,demonizing_oe,group_oe,ingroup_oe,anger_oe,disgust_oe,sadness_oe,fear_oe,anxiety_oe,survey_code_oe,exclude_oe
"The primary demand of protestors in Ferguson, MO, is the prosecution of the police officer who shot and killed an unarmed African-American teen, Michael Brown. Not only protestors on the street, but elected African-American officials and activists like Jesse Jackson are also demanding the immediate arrest, and quick trial, of the officer. These public officials and figures often predict that the policeman will be convicted of one or another variety of homicide.

The history of the prosecution of alleged perpetrators of violence against African-American victims brought about with heavy public and political pressure hasn’t been good for the alleged victims and those who conducted the prosecution.","Data were obtained for 44 countries. Overall, parents committed 56.5% (IQR 23.7–69.6) of child homicides, 58.4% (0.0–66.7) of female and 46.8% (14.1–63.8) of male child homicides. Acquaintances committed 12.6% (5.9–31.3) of child homicides. Almost a tenth (9.2% (IQR 0.0–21.9) of child homicides had missing information on the perpetrator. The largest proportion of parental homicides of children was found in high-income countries (64.2%; 44.7–71.8) and East Asia and Pacific Region (61.7%; 46.7–78.6). Parents committed the majority (77.8% (61.5–100.0)) of homicides of children under the age of 1 year. For adolescents, acquaintances were the main group of homicide perpetrators (36.9%, 6.6–51.8). There is a notable lack of studies from low-income and middle-income countries and children above the age of 1 year",,,,,,,,,,,,,,,,,,,9YZX,Bot
"While the reaction of the public was understandable, it's often times a poor idea to try and get the criminal with some sort of vigilante justice. In this instance, since they found the right guy, it's fine. However, had they beat up the wrong man it would be a very sad situation.","It's incredibly sad any time someone is killed, but especially when it's a child. My main reaction is just instant sadness for that child's family; their lives are changed forever.",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2NHQ,
I see this an an unjustified attack .I was never provided any information or evidence to link the man that was beaten in the street with the murder of the child. I see this action as a form of vigilant justice.,"For me, this is an obvious tragedy. There is no reason for this to ever happen to any child. Alternatively, the Muslim man who was beaten in the street is an alternate tragedy. The article never mentioned whether or not this man was found to be guilty in a court of law. Therefore, I can only interpret this story as an innocent child was murdered and an innocent man was dealt a harsh does of vigilante justice.",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,WMPD,
I don't like any kind of violence but if this person was guilty I would be pleased he was attacked though I would not have participated.,"It's just plain horrible that a young life should end so soon and so tragically. The guilty person should be punished to the fullest, it was good to hear he was beaten. ",1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,C2ZT,
"I think it's a very disturbing thing.  Wanton murder is never acceptable, but it's especially despicable when it targets our most vulnerable.","It is very disturbing that anyone would kill children, as they might  not be perfect, but they certainly aren't a threat, and wantonly murdering anyone is a terrible offense.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,XZYF,
"THE ONLY REASON I WOULD BE AGAINST THIS IS BECAUSE WE DON'T KNOW FOR SURE IF HE WAS THE ONE WHO DID IT.  IF IT WAS 100 FACT THAT THIS WAS THE PERPETRATOR WHO KILLED THE CHILD, THEY NOTHING IS TO BAD FOR HIM.","I HAVE ZERO TOLERANCE FOR THIS.  ANYONE WHO HURTS A CHILD SHOULD BE EXECUTED RIGHT AWAY.  I AM TIRED OF MURDERS, RAPEST, ETC NOT BEING EXECUTED",0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3XSY,
"I think that, if the alleged perpetrator were truly guilty, then he would be deserving of the attack he face against the citizens.",I am shocked and will never cease to be when reading about the slayings of innocent children that happen every day.,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,U1TN,
i think that vigilantes should have no place in society.  This is what law enforcement is for.  These people that attacked the alleged perpetrator should be dealt with by the law as well.,My reaction is the death of a child by homicide is horrible.  Then I thought how disgusting that these people took matters into their own hands and beat the perpetrator.  They have no business being vigilantes.  The perpetrator should be left to law enforcement.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,XE4Z,
"The fact that he is alleged means he is a suspect or has been charged but may be innocent so this is as horrible as the childs murder. If it had read convicted pperpetrator I actually have no issue with the violence against him but he was not yet found guilty and we all know prosecutors and police do look for the easiest cnviction.. Many times they are correct in the arrest in others, many others, a innocent man is the suspect because it was the easiest way to go and they will build and withold evidence to fit their narrative. Until GUILTY in a court, nothing should have happened to this person It;s just more of American Idiocy of acting first and think later, yes I'mm American but I see this crap everyday.",It is horrible for any child to be murdered by anyone much less an adult. It's disturbing and difficult to understand what drives a person to harm a child.,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,QMH8,
if the attacker was identified then the police shoudl have been called to arrest him. No one has the right to take the law into their own hands. This kind of behavior is dangerous to an orderly society,This was very sad to read. I wanted to know more about why this may have happened. It is a sensless crime to take a childs life ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,R0QK,
I think they did the right thing. That man is a monster and deserves what he got for hurting your child,"It is very unfortunate this happened. Even though the people who found the perpetrator will be punished, I do not blame what they did",,,,,,,,,,,,,,,,,,,LNCQ,Time
It's not the job of those people to attack the person.  We don't even have the evidence and those people should be locked up as well. ,I think that it is a  tragedy whenever a child is deprived of their life early.  We need better mental health education.,,,,,,,,,,,,,,,,,,,DSQO,Time
"The whole situation is terrible, but in society we have to live by certain laws.  Those laws need to stand especially in the most challenging situation.","I feel terrible like most people would, but at the same time I do not appreciate the population kinda taking justice into their own hands.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,06LZ,
While no child deserves to be harmed or killed it is not ok to take justice into your own hands.  There has been no trial or discussion of evidence to allow justice to take place.,The killing of a child is horrifying and unfair.  No child deserves to be harmed or lost in this manner.  My heart breaks for this community and the family.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,FF1G,
"I am still confused!  How did people know this person might have killed this child?  If this person actually killed the child, and people saw it happen, then he deserved being attacked, however, I do not want to see our society returning to this type of ""justice"" for crimes.  If people only heard that this person killed this child, and they attacked without proof, that is scary to me.  If that is considered ok, by our society, then we are never going to be truly safe.","I am confused.  It is a horrible thing, but like I said in my comment there was not enough information.  I know that most children are harmed by people they know.  Did this person know this child?  How did the people who attacked the perpetrator know what he had done?  Did they witness the attack?  Did they hear about it?  I think my biggest reaction is just confusion and wanting to know more details.",0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,AOYA,
I agree with the attack. Someone should not be hurting innocent children. The attack was something that needed to be done.,I feel a sadness for the families that lost someone. It angers me to think someone would do this to sweet innocent child. They need to have the same thing done to them.,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,HYLF,
I have no problem on the attack of the alleged perp if he was actually guilty. I am worried that they may have not gotten the right person. Details were quite lacking in the story.,"I felt that no child should have to experience being the victim in a gruesome, brutal slaying. It's just not right.",0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,NMAW,
"While I don't normally condone violence, it was justified in this case. This person killed a child, which is unforgivable. In my mind, he deserved to get beaten. ",It's horrible. I can't imagine losing a child in this way and I don't blame the people who beat the perpetrator. ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,GQKZ,
I am worried about the sanity of the world around us.  There is no written way to find a better course but someone has to start some where.,I makes me worried about what the world has become and what the world has installed for us in the future.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,AFIO,
"sad, disastrous, killer, murderer, traitor, mental illness, confusion, insincere, tragic, unhappy, dejected, lonely, prison, trial, sentence, dismal, psychotic, antisocial, weapon, brutal","Sad, unhappy, sorrowful, depresses, shock, grief, prayer, support, heartbroken, mourning, funeral, life, tragedy, misfortune, trial, homicide, upset, suffer, woe, agony, torment",,,,,,,,,,,,,,,,,,,EIQZ,Bot
