StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,SC0,MTurkCode,Bots,Q8 - Sentiment Polarity,Q8 - Sentiment Score,Q8 - Sentiment,Q8 - Topics
2018-12-11 13:28:59,2018-12-11 13:33:54,IP Address,72.202.205.93,100,295,True,2018-12-11 13:33:55,R_2DYt2J9w7nZ7XTl,,,,,35.4539947509765625,-94.32779693603515625,anonymous,EN,0KH4,Moderately,Not at All,Extremely,Strongly,Not at All,Not at All,Not at All,Not at All,"It is a tragedy. I cannot imagine went through the perpetrators head to cause him to kill someone as innocent as a child. My heart goes out to all involved. I can understand the feelings of those who beat him, but I think it's best to leave the issue up to the police.",Very Unjustified,Very Justified,Very Unjustified,Completely Justified,Somewhat Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Somewhat Oppose,Car,1.5,Not at all,Not at all,Strongly,Moderately,Not at all,Not at all,Not at all,Not at all,I don't think it is right for others to beat someone based on allegations. I feel it should be left up to the police to solve and deal with.,Completely Unjustified,Completely Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Unwilling,About once a week,Less than 5 minutes,Slightly Decrease,No Change,No Change,Slightly Decrease,Somewhat Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,,116,5555687,,,,,
2018-12-11 13:34:22,2018-12-11 13:39:20,IP Address,76.216.170.247,100,297,True,2018-12-11 13:39:20,R_2D5FM753ogEfglL,,,,,33.1967926025390625,-117.2830963134765625,anonymous,EN,MIQH,Strongly,Not at All,Moderately,Strongly,Not at All,Slightly,Moderately,Not at All,"I fell really bad for the family of the victim, no child and family should suffer through that and it makes me feel sick that a refugee that we allow to enter this country did this heinous crime. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Unjustified,Completely Justified,Completely Justified,Very Justified,Completely Justified,Completely Justified,Strongly Support,Completely Support,Mobile phone,2,Strongly,Not at all,Moderately,Strongly,Not at all,Slightly,Moderately,Not at all,I think the perpetrator had it coming to him and I do not blame the person/people who attack him.,Completely Justified,Very Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,Several times per month,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,IM_6LjlZqmt6P2KfSl,,155,3609535,,,,,
2018-12-11 13:32:16,2018-12-11 13:39:54,IP Address,47.36.32.16,100,457,True,2018-12-11 13:39:54,R_vHpESQtANd21kXf,,,,,34.2722930908203125,-83.879302978515625,anonymous,EN,YB4X,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Strongly,Not at All,"I thought about my own child and how horrible this would be if it happened to me. I would never recover. I would probably kill myself if my child was killed. I would want revenge on the killer first. I would want to torture him for months before killing him though. I can not even imagine the pain of the parents involved. Well I can a little b/c my neice was killed by drunk driver but it isn't the same as losing my own child. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Very Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Support,Somewhat Oppose,Mobile phone,3.00,Slightly,Moderately,Slightly,Slightly,Not at all,Not at all,Strongly,Not at all,"I thought that he deserved a fair trail first. I mean what if he was just an innocent man who had nothing to do with the murder. These people don't know. Maybe the police had only questioned him in the case but he has an alibi. I needed to know more info before I felt like they were justified to beat the man. If he was in fact the childs killer then he deserved it all and I hope they don't get in trouble bu tif he was innocent I hope these citizens get punished to ful extent of the law. ",Very Unjustified,Completely Justified,Completely Justified,Very Unjustified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,Several times per week,Less than 5 minutes,No Change,Moderately Decrease,Moderately Decrease,Greatly Increase,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,no,158,96659433,,,,,
2018-12-11 13:42:20,2018-12-11 13:47:31,IP Address,76.184.157.229,100,311,True,2018-12-11 13:47:32,R_22zirMi70bCZTH6,,,,,32.9246978759765625,-96.95980072021484375,anonymous,EN,xga6,Slightly,Not at All,Moderately,Slightly,Not at All,Not at All,Slightly,Not at All,I think it sucks. Kinda makes me question what the rest of the circumstances are. How old was the kid? Was he outside alone? Like what actually went on?,Completely Unjustified,Somewhat Justified,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Strongly Oppose,None of the above,4.35,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Slightly,Not at all,People are ridiculous. Let him have his day in court. Every single one of those who beat this guy should be charged with assault and battery.,Completely Unjustified,Completely Justified,Very Justified,Somewhat Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,Several times per week,Between 5 minutes and 15 minutes,Slightly Increase,No Change,No Change,Slightly Decrease,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,nope,112,74579693,,,,,
2018-12-11 13:46:55,2018-12-11 13:52:07,IP Address,174.197.5.167,100,312,True,2018-12-11 13:52:08,R_1H8JkCvwgnuVbSh,,,,,42.1457977294921875,-88.02300262451171875,anonymous,EN,RRME,Slightly,Not at All,Strongly,Strongly,Not at All,Moderately,Moderately,Not at All,"What happened to the child is truly saddening. Luckily however the perpetrator was caught and brought to a swift justice by the surrounding neighborhood  ",Completely Unjustified,Very Unjustified,Completely Unjustified,Completely Justified,Very Justified,Somewhat Justified,Somewhat Justified,Somewhat Justified,Somewhat Justified,Strongly Support,Strongly Oppose,Mobile phone,1.99,Slightly,Strongly,Slightly,Strongly,Not at all,Moderately,Slightly,Moderately,I guess I am I satisfied that the attacker was brought to a quick justice by the neighborhood. However it is still sad that this had to happen to the child,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Very Justified,Neither Justified nor Unjustified,Very Justified,Very Justified,Very Willing,About once a week,Less than 5 minutes,Slightly Increase,Moderately Decrease,Slightly Decrease,Moderately Decrease,Neither Approve nor Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,"None that I can think of. ",160,6923680,,,,,
2018-12-11 13:48:42,2018-12-11 13:57:27,IP Address,174.232.167.216,100,524,True,2018-12-11 13:57:27,R_3PoiqyAS1rRT9Ya,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0QPF,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Not at All,Not at All,I feel sad for that child because his life had been taken away from him way too soon. He is no longer going to be able to see his family anymore and will not get to enjoy life.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Very Justified,Completely Justified,Somewhat Justified,Completely Justified,Completely Justified,Completely Support,Completely Support,None of the above,$2.00,Extremely,Extremely,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,I think that he deserved what he got for killing and innocent child. There is nothing that child could have done for him to do that kid. I feel that he should be baten until he is dead.,Somewhat Unjustified,Completely Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Willing,Never,Between 5 minutes and 15 minutes,Greatly Increase,No Change,No Change,Slightly Increase,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,No.,158,52770280,,,,,
2018-12-11 13:53:26,2018-12-11 13:58:13,IP Address,209.136.123.151,100,286,True,2018-12-11 13:58:13,R_1Kr8jSNecDoZEW4,,,,,30.200897216796875,-93.44370269775390625,anonymous,EN,H9MT,Moderately,Not at All,Moderately,Moderately,Not at All,Strongly,Strongly,Not at All,This seems like a terrible tragedy. I hope that this can be resolved in a sane and peaceful way. This must have been terrible for the victim's family.,Completely Unjustified,Neither Justified nor Unjustified,Somewhat Unjustified,Completely Justified,Completely Justified,Somewhat Unjustified,Neither Justified nor Unjustified,Somewhat Justified,Somewhat Justified,Somewhat Support,Somewhat Support,None of the above,9,Moderately,Not at all,Strongly,Strongly,Not at all,Strongly,Moderately,Not at all,"It's rather disguising. I hope they put this person in jail for a long time. They deserve every bit of pain that they might receive. ",Neither Justified nor Unjustified,Somewhat Justified,Somewhat Justified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,Several times per month,Between 15 and 30 minutes,Slightly Increase,No Change,No Change,Slightly Decrease,Strongly Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,,153,83877471,,,,,
2018-12-11 14:08:22,2018-12-11 14:13:59,IP Address,107.137.132.222,100,337,True,2018-12-11 14:14:00,R_11ilkqoOHChwcVF,,,,,29.8816986083984375,-95.4539031982421875,anonymous,EN,Z1Z9,Strongly,Not at All,Extremely,Strongly,Not at All,Moderately,Moderately,Not at All,"I believe this was a horrific and disgusting crime that I wish could have been avoided. I think it could have been avoided if the Muslim refugee was vetted properly. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Completely Support,None of the above,3,Extremely,Not at all,Moderately,Not at all,Not at all,Moderately,Strongly,Not at all,"I think that the attack was just and I wish that the person could have suffered even more. There have been cases with people getting away with these vicious crime. ",Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,About once a week,Less than 5 minutes,No Change,No Change,No Change,No Change,Neither Approve nor Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,,154,60189874,,,,,
2018-12-11 14:09:36,2018-12-11 14:14:06,IP Address,24.48.162.102,100,269,True,2018-12-11 14:14:06,R_dbPopYJSZz5IOAh,,,,,27.4228973388671875,-97.8406982421875,anonymous,EN,MG2Z,Strongly,Not at All,Strongly,Extremely,Not at All,Not at All,Not at All,Not at All,I am appalled that there are peple out there so screwed up that they can actually take life and one of a child at that. It is a horrible thing,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Neither Justified nor Unjustified,Very Unjustified,Completely Unjustified,Very Unjustified,Somewhat Oppose,Completely Support,Mobile phone,2.50,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,I am fairly indifferent towards it. On one hand he desrvers it but at the same time people should not be taking the law into their own hands like that.,Neither Justified nor Unjustified,Completely Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,About once a month,Less than 5 minutes,No Change,Slightly Increase,No Change,No Change,Strongly Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,None,108,76064342,,,,,
2018-12-11 14:14:09,2018-12-11 14:16:59,IP Address,35.132.166.226,100,170,True,2018-12-11 14:17:00,R_2BqUh4oqPMFuxAe,,,,,43.98809814453125,-124.09930419921875,anonymous,EN,78T6,Moderately,Strongly,Extremely,Moderately,Strongly,Strongly,Strongly,Strongly,it makes me feel extremely sick and foul and just overall dissapointed in the world,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Support,Somewhat Support,None of the above,5,Moderately,Moderately,Slightly,Slightly,Strongly,Slightly,Strongly,Moderately,"any attack against the perpetrator would be justified because he/she is a piece of shit ",Very Justified,Completely Justified,Completely Justified,Very Justified,Somewhat Justified,Very Justified,Neither Justified nor Unjustified,Somewhat Justified,Completely Justified,Somewhat Unwilling,Several times per month,Between 15 and 30 minutes,Slightly Decrease,Moderately Decrease,No Change,Slightly Decrease,Strongly Approve,Homicide,IM_6LjlZqmt6P2KfSl,no,213,1315660,Time,,,,
2018-12-11 14:09:59,2018-12-11 14:21:58,IP Address,107.194.210.141,100,719,True,2018-12-11 14:21:59,R_agD5asN20iTLbTH,,,,,38.30889892578125,-85.8220977783203125,anonymous,EN,3A31,Moderately,Not at All,Extremely,Moderately,Not at All,Not at All,Not at All,Not at All,"I can not imagine losing my child to a violent act. I feel bad for the victims family. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Car,2.50,Moderately,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,"I would hope that if a loved one of mine was murdered, I would be able to compose myself and let the courts and the justice system punish the person that did it. Regardless of the crime, a person has the right to be tried and judged and if found guilty, pay the penalty for that crime.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,A few times a year,Between 5 minutes and 15 minutes,No Change,Slightly Increase,Slightly Increase,No Change,Neither Approve nor Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,"With the rate of exonerations in recent past, it's vital that the right person be found guilty and it's giving me pause in my thinking about the death penalty. If one person that has been wrongly convicted is killed for something they did not do, that is one person too many.",123,25799991,Keep,,,,
